47.739, 41.492, 5.831, -0.604
47.827, 41.263, 7.276, -0.606
47.914, 40.984, 8.711, -0.607
48.002, 40.655, 10.137, -0.608
48.090, 40.277, 11.549, -0.609
48.178, 39.849, 12.948, -0.610
48.265, 39.373, 14.331, -0.611
48.353, 38.849, 15.696, -0.612
48.441, 38.278, 17.042, -0.613
48.529, 37.659, 18.368, -0.614
48.616, 36.996, 19.671, -0.616
48.704, 36.286, 20.950, -0.617
48.792, 35.533, 22.204, -0.618
48.880, 34.737, 23.430, -0.619
48.967, 33.898, 24.628, -0.620
49.055, 33.018, 25.796, -0.621
49.143, 32.097, 26.933, -0.622
49.231, 31.138, 28.037, -0.623
49.318, 30.140, 29.106, -0.624
49.406, 29.106, 30.140, -0.626
49.494, 28.037, 31.138, -0.627
49.582, 26.933, 32.097, -0.628
49.669, 25.796, 33.018, -0.629
49.757, 24.628, 33.898, -0.630
49.845, 23.430, 34.737, -0.631
49.933, 22.204, 35.533, -0.632
50.020, 20.950, 36.286, -0.633
50.108, 19.671, 36.996, -0.634
50.196, 18.368, 37.659, -0.636
50.284, 17.042, 38.278, -0.637
50.371, 15.696, 38.849, -0.638
50.459, 14.331, 39.373, -0.639
50.547, 12.948, 39.849, -0.640
50.635, 11.549, 40.277, -0.641
50.722, 10.137, 40.655, -0.642
50.810, 8.711, 40.984, -0.643
50.898, 7.276, 41.263, -0.644
50.986, 5.831, 41.492, -0.646
51.074, 4.380, 41.670, -0.647
51.161, 2.923, 41.798, -0.648
51.249, 1.462, 41.874, -0.649
51.337, -0.000, 41.900, -0.650
51.425, -1.462, 41.874, -0.651
51.512, -2.923, 41.798, -0.652
51.600, -4.380, 41.670, -0.653
51.688, -5.831, 41.492, -0.654
51.776, -7.276, 41.263, -0.656
51.863, -8.711, 40.984, -0.657
51.951, -10.137, 40.655, -0.658
52.039, -11.549, 40.277, -0.659
52.127, -12.948, 39.849, -0.660
52.214, -14.331, 39.373, -0.661
52.302, -15.696, 38.849, -0.662
52.390, -17.042, 38.278, -0.663
52.478, -18.368, 37.659, -0.664
52.565, -19.671, 36.996, -0.666
52.653, -20.950, 36.286, -0.667
52.741, -22.204, 35.533, -0.668
52.829, -23.430, 34.737, -0.669
52.916, -24.628, 33.898, -0.670
53.004, -25.796, 33.018, -0.671
53.092, -26.933, 32.097, -0.672
53.180, -28.037, 31.138, -0.673
53.267, -29.106, 30.140, -0.674
53.355, -30.140, 29.106, -0.676
53.443, -31.138, 28.037, -0.677
53.531, -32.097, 26.933, -0.678
53.618, -33.018, 25.796, -0.679
53.706, -33.898, 24.628, -0.680
53.794, -34.737, 23.430, -0.681
53.882, -35.533, 22.204, -0.682
53.969, -36.286, 20.950, -0.683
54.057, -36.996, 19.671, -0.684
54.145, -37.659, 18.368, -0.686
54.233, -38.278, 17.042, -0.687
54.320, -38.849, 15.696, -0.688
54.408, -39.373, 14.331, -0.689
54.496, -39.849, 12.948, -0.690
54.584, -40.277, 11.549, -0.691
54.671, -40.655, 10.137, -0.692
54.759, -40.984, 8.711, -0.693
54.847, -41.263, 7.276, -0.694
54.935, -41.492, 5.831, -0.696
55.022, -41.670, 4.380, -0.697
55.110, -41.798, 2.923, -0.698
55.198, -41.874, 1.462, -0.699
55.286, -41.900, 0.000, -0.700
55.374, -41.874, -1.462, -0.701
55.461, -41.798, -2.923, -0.702
55.549, -41.670, -4.380, -0.703
55.637, -41.492, -5.831, -0.704
55.725, -41.263, -7.276, -0.706
55.812, -40.984, -8.711, -0.707
55.900, -40.655, -10.137, -0.708
55.988, -40.277, -11.549, -0.709
56.076, -39.849, -12.948, -0.710
56.163, -39.373, -14.331, -0.711
56.251, -38.849, -15.696, -0.712
56.339, -38.278, -17.042, -0.713
56.427, -37.659, -18.368, -0.714
